,practice,bnf_code,bnf_name,items,nic,act_cost,quantity,month,year
570,5024,8687,1263,22,107.55,103.38,8437,5,2016
571,5742,8687,1263,19,125.77,118.21,9980,5,2016
572,4783,8687,1263,20,126.15,118.75,9555,5,2016
573,3879,8687,1263,1,4.41,4.12,350,5,2016
574,6659,8687,1263,2,14.12,13.32,1120,5,2016
575,3938,8687,1263,1,3.53,3.38,280,5,2016
576,7753,8687,1263,2,19.41,18.21,1540,5,2016
577,6570,8687,1263,5,41.72,39.04,2856,5,2016
578,5082,8687,1263,29,103.37,98.02,7553,5,2016
579,1238,8687,1263,12,73.6,69.71,5840,5,2016
580,2117,8687,1263,12,182.23,170.41,11240,5,2016
581,2948,8687,1263,26,256.92,242.33,19086,5,2016
582,5934,8687,1263,20,167.94,157.82,12873,5,2016
584,122,8687,1263,2,5.93,5.83,470,5,2016
585,3157,8687,1263,8,56.44,53.37,4480,5,2016
586,9460,8687,1263,4,17.64,16.38,1400,5,2016
587,308,8687,1263,22,98.38,93.31,7805,5,2016
588,2879,8687,1263,4,19.4,18.4,1540,5,2016
589,813,8687,1263,18,76.71,73.52,6085,5,2016
590,6473,8687,1263,9,67.02,63.18,5320,5,2016
591,4430,8687,1263,2,17.64,16.38,1400,5,2016
592,6103,8687,1263,3,16.45,15.69,1305,5,2016
593,419,8687,1263,2,34.94,32.56,1680,5,2016
594,1482,8687,1263,1,6.3,5.84,500,5,2016
595,10187,8687,1263,6,56.28,52.53,4466,5,2016
596,5651,8687,1263,5,20.91,20.07,1660,5,2016
597,6882,8687,1263,1,15.12,14.02,1200,5,2016
598,745,8687,1263,2,16.95,15.83,1052,5,2016
599,6015,8687,1263,11,30.33,29.43,2344,5,2016
600,5670,8687,1263,7,36.54,34.65,2718,5,2016
601,8602,8687,1263,10,56.71,53.67,4501,5,2016
602,2648,8687,1263,11,91.55,86.1,7266,5,2016
603,5101,8687,1263,2,23.05,21.58,1960,5,2016
604,6213,8687,1263,2,21.16,19.83,1680,5,2016
605,4827,8687,1263,6,23.46,22.41,1862,5,2016
606,10243,8687,1263,1,6.7,6.33,532,5,2016
607,5322,8687,1263,1,11.47,10.74,910,5,2016
608,1831,8687,1263,12,109.01,101.94,7285,5,2016
609,6743,8687,1263,2,15.88,15.0,1260,5,2016
610,7646,8687,1263,7,25.53,24.65,2026,5,2016
611,1857,8687,1263,11,29.34,28.53,2260,5,2016
612,6602,8687,1263,13,43.99,42.42,3431,5,2016
613,4611,8687,1263,4,17.28,16.44,1372,5,2016
614,7053,8687,1263,3,23.56,22.16,1870,5,2016
615,9023,8687,1263,2,14.12,13.37,1120,5,2016
616,9121,8687,1263,5,29.25,27.75,2322,5,2016
617,3559,8687,1263,5,30.58,28.47,1744,5,2016
619,8042,8687,1263,7,28.34,27.15,2058,5,2016
620,6792,8687,1263,6,44.4,41.71,3101,5,2016
621,3198,8687,1263,11,42.05,40.38,3336,5,2016
622,4559,8687,1263,4,38.28,36.0,2072,5,2016
624,5573,8687,1263,26,191.02,181.18,15159,5,2016
625,3536,8687,1263,2,20.29,19.27,1610,5,2016
626,7129,8687,1263,31,123.25,117.73,9784,5,2016
627,4797,8687,1263,40,150.34,144.71,11737,5,2016
628,8013,8687,1263,16,100.11,94.45,7490,5,2016
630,8671,8687,1263,29,190.27,180.09,15105,5,2016
631,5609,8687,1263,75,288.68,274.96,22909,5,2016
632,9046,8687,1263,15,100.13,94.99,7946,5,2016
633,4170,8687,1263,20,71.11,68.1,5642,5,2016
634,2330,8687,1263,23,188.24,176.35,14940,5,2016
635,4846,8687,1263,33,148.74,140.93,11372,5,2016
637,603,8687,1263,45,357.0,336.83,26945,5,2016
638,9541,8687,1263,40,339.25,319.03,26926,5,2016
639,5077,8687,1263,5,37.93,35.66,3010,5,2016
640,107,8687,1263,42,276.28,261.09,21568,5,2016
641,6046,8687,1263,13,72.3,68.61,5544,5,2016
642,8461,8687,1263,6,44.1,41.54,3500,5,2016
643,1253,8687,1263,1,0.88,0.93,70,5,2016
644,9924,8687,1263,3,14.99,14.47,1190,5,2016
646,6642,8687,1263,13,160.16,149.36,8850,5,2016
647,4653,8687,1263,13,107.17,100.79,8505,5,2016
648,7791,8687,1263,35,279.24,262.87,22165,5,2016
649,1546,8687,1263,41,278.95,263.15,22111,5,2016
650,1250,8687,1263,2,22.49,21.05,1785,5,2016
652,8072,8687,1263,19,126.05,119.34,10002,5,2016
653,2463,8687,1263,16,162.39,152.51,12890,5,2016
654,7368,8687,1263,27,84.35,80.92,5880,5,2016
655,174,8687,1263,51,364.77,343.45,28494,5,2016
656,1312,8687,1263,30,219.89,208.37,16265,5,2016
657,2613,8687,1263,13,89.79,84.47,6670,5,2016
658,9897,8687,1263,33,182.98,173.32,13810,5,2016
659,9975,8687,1263,16,41.64,40.27,3509,5,2016
660,7621,8687,1263,61,338.44,321.65,26860,5,2016
661,3665,8687,1263,4,37.94,35.61,3010,5,2016
662,10468,8687,1263,13,113.95,106.93,9044,5,2016
663,888,8687,1263,1,12.35,11.55,980,5,2016
665,8949,8687,1263,28,274.81,257.77,21810,5,2016
666,4676,8687,1263,1,7.56,7.02,600,5,2016
667,9790,8687,1263,3,29.11,27.32,2310,5,2016
668,8800,8687,1263,1,0.83,0.93,40,5,2016
672,9717,8687,1263,7,48.64,46.11,3678,5,2016
674,1158,8687,1263,7,39.28,37.2,2499,5,2016
675,1101,8687,1263,11,54.41,51.72,4264,5,2016
676,8216,8687,1263,2,26.0,24.11,1250,5,2016
677,10233,8687,1263,3,13.23,12.28,1050,5,2016
678,5746,8687,1263,2,9.18,8.72,728,5,2016
679,4620,8687,1263,36,260.96,246.91,20534,5,2016
680,5963,8687,1263,7,51.97,49.05,4125,5,2016
681,4738,8687,1263,9,36.18,34.56,2870,5,2016
682,2050,8687,1263,2,7.23,6.92,574,5,2016
683,9044,8687,1263,5,8.12,7.8,612,5,2016
684,3200,8687,1263,7,9.16,9.27,728,5,2016
685,6609,8687,1263,2,11.58,10.97,919,5,2016
686,9190,8687,1263,2,5.04,4.68,400,5,2016
687,9004,8687,1263,4,20.82,19.77,1652,5,2016
688,8248,8687,1263,34,233.38,219.38,18295,5,2016
689,616,8687,1263,1,25.2,23.34,2000,5,2016
690,2506,8687,1263,2,7.23,6.94,574,5,2016
691,5847,8687,1263,9,51.56,49.01,4092,5,2016
692,9728,8687,1263,4,59.96,55.99,4760,5,2016
693,5139,8687,1263,1,5.54,5.29,440,5,2016
694,4267,8687,1263,11,145.33,135.97,11535,5,2016
695,282,8687,1263,1,9.7,9.1,770,5,2016
696,2370,8687,1263,6,42.23,39.96,3305,5,2016
697,1331,8687,1263,2,8.69,8.42,690,5,2016
698,5938,8687,1263,1,12.35,11.68,980,5,2016
699,10343,8687,1263,2,7.76,7.41,616,5,2016
700,5832,8687,1263,2,14.12,13.32,1120,5,2016
701,4647,8687,1263,4,22.93,21.55,1820,5,2016
702,10438,8687,1263,4,7.56,7.45,364,5,2016
703,9973,8687,1263,12,83.96,79.17,6664,5,2016
704,7453,8687,1263,10,52.67,49.51,3678,5,2016
705,2802,8687,1263,1,17.64,16.34,1400,5,2016
706,8421,8687,1263,2,8.46,8.08,672,5,2016
707,4854,8687,1263,1,2.08,1.94,100,5,2016
708,971,8687,1263,1,2.02,2.01,160,5,2016
709,5800,8687,1263,4,45.36,42.6,3600,5,2016
710,6281,8687,1263,28,153.45,144.7,11998,5,2016
711,8230,8687,1263,5,23.39,22.21,1855,5,2016
712,3546,8687,1263,32,52.65,51.13,3800,5,2016
713,3477,8687,1263,8,63.5,59.75,5040,5,2016
714,1258,8687,1263,5,21.33,20.34,1694,5,2016
715,2664,8687,1263,2,5.3,5.25,420,5,2016
716,4013,8687,1263,2,14.12,13.32,1120,5,2016
717,6948,8687,1263,5,26.45,25.04,2100,5,2016
718,8023,8687,1263,9,34.46,33.44,2734,5,2016
719,10115,8687,1263,4,37.85,35.76,3004,5,2016
720,47,8687,1263,41,286.58,271.6,22743,5,2016
721,6139,8687,1263,6,29.08,27.67,2282,5,2016
722,1380,8687,1263,2,15.18,14.53,1204,5,2016
723,6900,8687,1263,10,52.95,50.14,4200,5,2016
724,7897,8687,1263,5,35.29,33.22,2800,5,2016
725,5611,8687,1263,2,4.41,4.09,350,5,2016
726,6521,8687,1263,1,9.01,8.58,715,5,2016
727,8391,8687,1263,1,2.65,2.56,210,5,2016
728,1296,8687,1263,5,1.9,2.32,150,5,2016
729,440,8687,1263,21,210.63,196.29,16715,5,2016
730,2726,8687,1263,8,76.9,72.22,6104,5,2016
731,7952,8687,1263,13,57.82,54.97,4585,5,2016
732,6151,8687,1263,8,42.08,39.63,3340,5,2016
733,6405,8687,1263,5,52.94,49.62,4200,5,2016
734,8385,8687,1263,2,12.34,11.67,980,5,2016
735,1069,8687,1263,6,46.13,43.38,3660,5,2016
736,8889,8687,1263,2,10.58,10.02,840,5,2016
737,5241,8687,1263,3,11.52,10.66,784,5,2016
738,7384,8687,1263,6,24.34,23.07,1932,5,2016
739,4951,8687,1263,5,29.92,27.96,2380,5,2016
740,9687,8687,1263,4,21.16,20.03,1680,5,2016
741,9589,8687,1263,7,71.89,67.22,5705,5,2016
742,4039,8687,1263,1,3.78,3.55,300,5,2016
743,2603,8687,1263,2,14.12,13.3,1120,5,2016
744,8522,8687,1263,2,12.6,11.66,1000,5,2016
745,8615,8687,1263,4,2.52,2.38,200,5,2016
746,9431,8687,1263,9,6.97,7.46,512,5,2016
747,4895,8687,1263,6,17.36,16.07,1052,5,2016
748,5549,8687,1263,13,87.5,82.66,6945,5,2016
749,5449,8687,1263,8,77.63,72.68,5705,5,2016
750,7499,8687,1263,2,63.0,58.34,5000,5,2016
751,3812,8687,1263,6,29.1,27.6,2310,5,2016
752,8120,8687,1263,6,56.46,52.99,4480,5,2016
753,677,8687,1263,2,46.76,43.43,2800,5,2016
754,7581,8687,1263,1,6.3,5.84,500,5,2016
755,4888,8687,1263,1,9.7,9.23,770,5,2016
756,6014,8687,1263,3,17.65,16.7,1400,5,2016
757,5550,8687,1263,13,59.97,56.97,4760,5,2016
758,7769,8687,1263,17,42.48,41.23,3375,5,2016
759,7764,8687,1263,1,6.17,5.84,490,5,2016
760,2081,8687,1263,1,2.27,2.21,180,5,2016
764,4475,8687,1263,26,275.85,258.1,20137,5,2016
766,8486,8687,1263,1,2.08,1.94,100,5,2016
767,8294,8687,1263,1,1.16,1.19,56,5,2016
768,5642,8687,1263,1,1.76,1.74,140,5,2016
769,1797,8687,1263,1,4.16,3.85,200,5,2016
770,8674,8687,1263,1,6.8,6.41,540,5,2016
771,8568,8687,1263,2,7.56,7.02,600,5,2016
772,403,8687,1263,1,7.56,7.01,600,5,2016
773,8094,8687,1263,1,2.52,2.34,200,5,2016
774,6355,8687,1263,1,27.04,25.04,1300,5,2016
775,9538,8687,1263,4,15.88,15.15,1260,5,2016
776,2545,8687,1263,2,16.76,15.66,1330,5,2016
777,5263,8687,1263,20,139.88,132.04,11102,5,2016
778,4561,8687,1263,83,374.39,355.27,29712,5,2016
779,690,8687,1263,6,44.1,41.56,3500,5,2016
780,1664,8687,1263,6,97.0,90.53,7700,5,2016
781,5723,8687,1263,29,273.27,255.76,21687,5,2016
782,6533,8687,1263,4,26.48,24.96,2100,5,2016
783,9218,8687,1263,5,62.44,58.09,4956,5,2016
784,2661,8687,1263,2,15.88,14.92,1260,5,2016
785,3159,8687,1263,11,50.45,47.92,4004,5,2016
786,6337,8687,1263,2,2.92,2.93,140,5,2016
787,10625,8687,1263,1,7.03,6.62,558,5,2016
788,6233,8687,1263,2,2.82,2.83,224,5,2016
789,9297,8687,1263,4,33.52,31.73,2660,5,2016
790,7804,8687,1263,2,15.88,14.93,1260,5,2016
791,5510,8687,1263,38,49.81,50.36,3955,5,2016
792,10621,8687,1263,4,3.52,3.71,280,5,2016
793,5267,8687,1263,18,38.26,37.03,2982,5,2016
794,2197,8687,1263,7,28.05,26.27,2226,5,2016
795,3017,8687,1263,7,36.23,34.2,3066,5,2016
796,1007,8687,1263,4,17.64,16.38,1400,5,2016
797,7203,8687,1263,2,14.12,13.29,1120,5,2016
798,5062,8687,1263,8,35.82,34.13,2660,5,2016
799,10223,8687,1263,30,133.19,126.75,10566,5,2016
800,5514,8687,1263,1,7.94,7.47,630,5,2016
801,1431,8687,1263,1,7.06,6.66,560,5,2016
802,2480,8687,1263,2,14.12,13.29,1120,5,2016
803,6320,8687,1263,4,50.59,47.17,3560,5,2016
804,8454,8687,1263,1,7.86,7.51,624,5,2016
805,5094,8687,1263,4,15.88,15.15,1260,5,2016
806,846,8687,1263,12,84.81,79.7,6566,5,2016
807,9256,8687,1263,1,7.06,6.65,560,5,2016
808,4963,8687,1263,1,6.24,5.78,300,5,2016
809,10083,8687,1263,1,7.86,7.5,624,5,2016
810,483,8687,1263,2,28.22,26.34,2240,5,2016
811,9826,8687,1263,2,21.71,20.14,1300,5,2016
813,4278,8687,1263,4,28.24,26.59,2240,5,2016
814,9130,8687,1263,1,10.58,10.0,840,5,2016
815,6101,8687,1263,1,2.52,2.34,200,5,2016
816,4940,8687,1263,14,69.93,65.8,5320,5,2016
817,4056,8687,1263,10,35.52,34.23,2820,5,2016
818,8639,8687,1263,1,9.83,9.22,780,5,2016
819,4412,8687,1263,2,1.89,1.78,150,5,2016
820,6682,8687,1263,2,19.4,18.2,1540,5,2016
821,3405,8687,1263,1,3.78,3.51,300,5,2016
822,8466,8687,1263,1,4.16,3.86,200,5,2016
823,2555,8687,1263,15,149.0,139.96,11206,5,2016
824,2490,8687,1263,3,3.96,4.0,315,5,2016
825,5001,8687,1263,3,8.52,8.24,675,5,2016
826,8152,8687,1263,8,51.03,48.25,3580,5,2016
827,9799,8687,1263,4,43.24,40.37,2520,5,2016
828,2393,8687,1263,3,8.32,8.04,660,5,2016
829,10234,8687,1263,17,59.44,56.21,4490,5,2016
830,2235,8687,1263,4,21.51,20.36,1708,5,2016
831,4489,8687,1263,4,23.81,22.49,1890,5,2016
832,2758,8687,1263,2,14.12,13.3,1120,5,2016
833,608,8687,1263,5,52.22,48.97,4144,5,2016
834,7783,8687,1263,1,10.58,9.9,840,5,2016
836,5425,8687,1263,2,3.53,3.55,280,5,2016
837,10088,8687,1263,1,10.58,10.03,840,5,2016
838,2378,8687,1263,49,317.9,301.76,24087,5,2016
839,49,8687,1263,2,21.16,19.81,1680,5,2016
840,4651,8687,1263,3,7.95,7.91,630,5,2016
841,1140,8687,1263,2,12.79,12.0,1015,5,2016
843,6606,8687,1263,2,28.22,26.34,2240,5,2016
844,5334,8687,1263,27,246.07,231.17,19530,5,2016
845,4391,8687,1263,9,50.88,48.03,4039,5,2016
846,7072,8687,1263,4,33.02,31.21,2620,5,2016
848,5349,8687,1263,9,65.09,61.29,5165,5,2016
849,2292,8687,1263,2,26.21,24.6,2080,5,2016
850,7732,8687,1263,4,56.44,52.92,4480,5,2016
851,618,8687,1263,4,30.72,28.68,2015,5,2016
852,8873,8687,1263,2,12.34,11.67,980,5,2016
853,3873,8687,1263,1,8.32,7.7,400,5,2016
854,6949,8687,1263,8,51.1,48.29,4054,5,2016
856,477,8687,1263,15,68.46,65.41,5324,5,2016
857,6359,8687,1263,39,297.52,280.67,22587,5,2016
858,4697,8687,1263,4,22.56,21.33,1792,5,2016
859,2107,8687,1263,2,10.58,10.02,840,5,2016
860,10026,8687,1263,7,97.92,91.43,7770,5,2016
861,614,8687,1263,1,7.56,7.01,600,5,2016
862,1974,8687,1263,57,400.76,380.07,29555,5,2016
863,2162,8687,1263,2,19.4,18.27,1540,5,2016
866,9064,8687,1263,5,19.85,18.94,1575,5,2016
867,9222,8687,1263,35,387.64,363.66,29396,5,2016
868,6768,8687,1263,2,21.17,19.82,1680,5,2016
869,3807,8687,1263,25,177.65,167.53,14098,5,2016
870,9847,8687,1263,5,35.3,33.24,2800,5,2016
874,6006,8687,1263,6,54.19,51.03,4300,5,2016
875,8050,8687,1263,4,32.82,31.11,2604,5,2016
876,2201,8687,1263,3,65.52,60.99,3150,5,2016
877,8913,8687,1263,2,12.24,11.55,588,5,2016
878,1753,8687,1263,29,114.67,109.71,9100,5,2016
879,10290,8687,1263,4,38.42,36.46,3050,5,2016
880,5729,8687,1263,7,76.57,71.43,5165,5,2016
881,7046,8687,1263,7,45.72,42.9,3335,5,2016
882,3831,8687,1263,7,83.78,78.75,6650,5,2016
883,7184,8687,1263,9,80.83,76.03,6416,5,2016
884,6527,8687,1263,1,6.17,5.84,490,5,2016
887,8930,8687,1263,1,3.53,3.38,280,5,2016
889,10530,8687,1263,7,33.09,31.21,2625,5,2016
890,3670,8687,1263,1,2.52,2.34,200,5,2016
891,6328,8687,1263,28,122.25,116.64,9156,5,2016
892,5057,8687,1263,12,119.72,112.7,8590,5,2016
893,4051,8687,1263,2,13.4,12.65,1064,5,2016
894,9595,8687,1263,38,170.39,161.16,13065,5,2016
895,2203,8687,1263,6,44.8,42.22,3556,5,2016
896,4944,8687,1263,4,14.12,13.56,1120,5,2016
897,3232,8687,1263,8,53.34,50.56,3385,5,2016
898,3221,8687,1263,2,7.32,6.9,490,5,2016
900,10480,8687,1263,5,33.1,31.2,2625,5,2016
901,6108,8687,1263,8,19.04,18.52,1512,5,2016
903,2465,8687,1263,8,56.4,52.84,3565,5,2016
904,2144,8687,1263,16,169.22,159.25,12976,5,2016
905,6247,8687,1263,27,232.32,218.81,15695,5,2016
906,7685,8687,1263,20,142.58,134.68,11315,5,2016
907,1884,8687,1263,4,33.52,31.57,2660,5,2016
908,2231,8687,1263,2,12.34,11.67,980,5,2016
909,3841,8687,1263,9,118.74,111.13,7666,5,2016
910,5313,8687,1263,3,20.54,19.61,1595,5,2016
912,9099,8687,1263,1,2.52,2.34,200,5,2016
913,7669,8687,1263,14,67.1,63.57,5071,5,2016
914,5626,8687,1263,2,29.12,26.98,1400,5,2016
915,10368,8687,1263,2,29.12,27.0,1400,5,2016
916,2558,8687,1263,11,55.6,52.81,4400,5,2016
917,10311,8687,1263,5,30.61,28.95,2430,5,2016
918,1858,8687,1263,4,38.56,36.17,3060,5,2016
919,7321,8687,1263,7,78.69,74.06,6244,5,2016
920,8164,8687,1263,10,78.2,73.46,6206,5,2016
921,6008,8687,1263,5,27.87,26.67,2212,5,2016
922,6100,8687,1263,40,283.9,266.98,21618,5,2016
923,1773,8687,1263,36,266.96,252.49,20484,5,2016
924,5614,8687,1263,30,125.78,119.38,9298,5,2016
925,6635,8687,1263,43,357.74,336.69,28168,5,2016
926,8310,8687,1263,21,116.82,110.93,9271,5,2016
927,2028,8687,1263,29,289.74,272.32,22995,5,2016
928,3093,8687,1263,1,0.31,0.4,15,5,2016
929,1241,8687,1263,27,263.95,248.49,18424,5,2016
930,262,8687,1263,12,96.67,91.66,7622,5,2016
931,426,8687,1263,22,152.23,144.98,12022,5,2016
933,9124,8687,1263,9,30.03,28.86,2555,5,2016
935,9392,8687,1263,3,15.98,15.24,1268,5,2016
936,2079,8687,1263,6,32.89,31.51,2480,5,2016
938,86,8687,1263,8,92.73,87.4,7360,5,2016
939,7752,8687,1263,26,330.43,310.5,21077,5,2016
940,2721,8687,1263,15,122.93,115.92,9758,5,2016
942,6987,8687,1263,24,195.75,185.02,15489,5,2016
944,10204,8687,1263,10,47.71,45.39,3722,5,2016
945,8367,8687,1263,4,51.15,48.15,4060,5,2016
946,6993,8687,1263,12,127.68,120.33,9678,5,2016
947,10580,8687,1263,10,91.29,86.04,6856,5,2016
949,100,8687,1263,1,10.58,10.02,840,5,2016
958,4765,8687,1263,2,4.41,4.35,350,5,2016
959,9976,8687,1263,8,28.24,27.04,2240,5,2016
960,3640,8687,1263,2,8.82,8.21,700,5,2016
961,10185,8687,1263,7,31.34,29.79,2324,5,2016
962,4930,8687,1263,1,2.08,1.94,100,5,2016
963,7484,8687,1263,2,11.47,10.93,910,5,2016
964,9932,8687,1263,5,17.65,16.9,1400,5,2016
965,5009,8687,1263,1,8.82,8.18,700,5,2016
966,9764,8687,1263,2,5.3,5.13,420,5,2016
967,2731,8687,1263,4,40.56,37.99,3220,5,2016
968,6776,8687,1263,2,10.58,10.02,840,5,2016
969,10169,8687,1263,4,26.48,24.96,2100,5,2016
970,4427,8687,1263,5,16.73,16.05,1250,5,2016
971,4548,8687,1263,4,21.16,20.03,1680,5,2016
972,10237,8687,1263,1,29.12,26.96,1400,5,2016
973,7397,8687,1263,10,64.7,61.12,5136,5,2016
974,8592,8687,1263,2,28.22,26.36,2240,5,2016
975,4593,8687,1263,9,13.58,13.49,1080,5,2016
976,3390,8687,1263,2,17.64,16.62,1400,5,2016
977,4273,8687,1263,18,152.45,143.55,10548,5,2016
978,125,8687,1263,11,56.4,53.44,4475,5,2016
979,7506,8687,1263,26,123.6,117.84,9810,5,2016
980,5310,8687,1263,28,83.94,80.38,6534,5,2016
981,10049,8687,1263,4,48.52,45.4,3850,5,2016
982,4999,8687,1263,8,40.6,38.07,2310,5,2016
983,9047,8687,1263,7,44.12,41.62,3500,5,2016
984,7784,8687,1263,10,30.85,29.18,2450,5,2016
985,5138,8687,1263,35,326.29,307.39,24429,5,2016
986,6026,8687,1263,24,100.44,96.32,7973,5,2016
987,1345,8687,1263,16,72.57,69.02,5075,5,2016
988,7991,8687,1263,6,36.8,34.79,2628,5,2016
989,8127,8687,1263,21,134.1,126.85,10640,5,2016
990,7369,8687,1263,19,192.86,180.16,14396,5,2016
991,713,8687,1263,9,23.36,22.81,1855,5,2016
992,6653,8687,1263,6,77.64,72.79,6160,5,2016
994,8569,8687,1263,17,52.99,50.98,3782,5,2016
995,2353,8687,1263,24,57.04,55.59,4529,5,2016
996,443,8687,1263,15,121.66,114.67,9655,5,2016
997,7318,8687,1263,14,90.75,85.88,6150,5,2016
998,6145,8687,1263,15,112.3,105.85,7774,5,2016
999,10469,8687,1263,32,135.15,128.29,10725,5,2016
1000,9158,8687,1263,2,31.76,29.64,2520,5,2016
1001,733,8687,1263,4,52.06,48.59,3220,5,2016
1002,9801,8687,1263,2,21.16,19.83,1680,5,2016
1003,3916,8687,1263,2,14.56,13.52,700,5,2016
1004,9406,8687,1263,6,50.28,47.28,3990,5,2016
1005,3928,8687,1263,4,38.82,36.42,3080,5,2016
1006,9305,8687,1263,2,26.46,24.54,2100,5,2016
1007,5572,8687,1263,3,37.05,34.85,2940,5,2016
1008,839,8687,1263,1,10.58,10.03,840,5,2016
1009,6273,8687,1263,2,15.88,14.95,1260,5,2016
1010,3840,8687,1263,2,22.94,21.48,1820,5,2016
1011,7645,8687,1263,2,9.85,9.59,782,5,2016
1012,5621,8687,1263,2,28.22,26.37,2240,5,2016
1013,369,8687,1263,2,24.7,23.11,1960,5,2016
1015,8752,8687,1263,14,144.46,135.17,10370,5,2016
1016,10536,8687,1263,19,170.08,159.51,13496,5,2016
1017,8607,8687,1263,14,121.3,113.86,8265,5,2016
1018,3864,8687,1263,6,56.84,53.35,4510,5,2016
1019,6210,8687,1263,3,9.27,8.92,735,5,2016
1020,2129,8687,1263,8,75.14,70.25,5964,5,2016
1021,10217,8687,1263,1,6.3,5.84,500,5,2016
1022,7855,8687,1263,1,6.3,5.84,500,5,2016
1023,1613,8687,1263,20,158.64,148.31,10736,5,2016
1024,9989,8687,1263,35,285.61,268.89,21755,5,2016
1025,1882,8687,1263,25,230.95,216.42,15597,5,2016
1026,6252,8687,1263,49,373.01,351.07,29602,5,2016
1027,723,8687,1263,11,106.49,100.67,8450,5,2016
1028,5831,8687,1263,23,134.25,126.87,9516,5,2016
1029,7256,8687,1263,44,327.95,310.11,24834,5,2016
1030,3259,8687,1263,32,588.86,549.84,29695,5,2016
1031,9076,8687,1263,15,164.4,154.21,13046,5,2016
1032,2092,8687,1263,9,80.65,75.66,5945,5,2016
1033,6764,8687,1263,18,133.13,125.02,10111,5,2016
1034,5926,8687,1263,2,1.26,1.19,100,5,2016
1035,6505,8687,1263,36,340.26,319.84,25215,5,2016
1036,2042,8687,1263,17,138.01,129.73,10530,5,2016
1037,6832,8687,1263,13,129.93,122.07,10314,5,2016
1038,8509,8687,1263,19,170.02,160.01,13200,5,2016
1039,6784,8687,1263,18,133.39,126.21,9399,5,2016
1040,5251,8687,1263,13,81.66,76.95,5961,5,2016
1041,6120,8687,1263,5,19.85,18.93,1575,5,2016
1042,10058,8687,1263,1,7.06,6.66,560,5,2016
1043,6333,8687,1263,16,140.94,132.27,10992,5,2016
1044,4966,8687,1263,2,17.64,16.38,1400,5,2016
1045,8773,8687,1263,14,44.12,41.91,3500,5,2016
1046,3930,8687,1263,2,7.06,6.78,560,5,2016
1047,6031,8687,1263,2,11.46,10.86,910,5,2016
1048,8056,8687,1263,3,32.2,29.88,2100,5,2016
1049,3383,8687,1263,13,135.12,126.56,10176,5,2016
1050,7559,8687,1263,3,21.18,19.98,1680,5,2016
1051,8845,8687,1263,5,40.96,38.52,3251,5,2016
1052,3688,8687,1263,2,12.34,11.67,980,5,2016
1053,5776,8687,1263,2,14.12,13.32,1120,5,2016
1054,5857,8687,1263,26,293.44,275.5,22377,5,2016
1055,858,8687,1263,26,266.19,250.61,19666,5,2016
1056,6745,8687,1263,29,274.02,257.71,16810,5,2016
1057,8169,8687,1263,19,97.4,93.58,7671,5,2016
1058,8126,8687,1263,3,21.92,20.95,1740,5,2016
1060,8112,8687,1263,18,287.1,269.31,17090,5,2016
1061,10218,8687,1263,49,389.23,366.16,28979,5,2016
1062,4599,8687,1263,4,18.52,17.69,1470,5,2016
1063,4124,8687,1263,18,140.85,133.27,10920,5,2016
1064,1439,8687,1263,10,120.78,113.33,8675,5,2016
1065,5722,8687,1263,11,87.2,82.31,6920,5,2016
1066,10449,8687,1263,45,307.28,290.12,18923,5,2016
1067,10607,8687,1263,13,59.09,56.55,4687,5,2016
1068,2636,8687,1263,2,11.08,10.73,880,5,2016
1069,8019,8687,1263,29,198.66,187.33,15575,5,2016
1070,8589,8687,1263,13,53.19,51.08,4220,5,2016
1071,806,8687,1263,11,73.39,69.91,5825,5,2016
1072,1557,8687,1263,24,184.94,174.72,14676,5,2016
1073,1132,8687,1263,2,12.5,11.85,992,5,2016
1074,1566,8687,1263,6,58.2,54.5,4620,5,2016
1077,8622,8687,1263,2,5.3,5.15,420,5,2016
1079,2867,8687,1263,19,130.15,123.75,9920,5,2016
1080,9370,8687,1263,9,52.28,50.11,4150,5,2016
1081,1933,8687,1263,2,21.16,19.83,1680,5,2016
1082,1463,8687,1263,5,26.45,25.1,2100,5,2016
1083,6917,8687,1263,4,14.12,13.52,1120,5,2016
1084,10038,8687,1263,6,61.31,57.28,4865,5,2016
1085,1137,8687,1263,6,65.62,61.47,5208,5,2016
1087,1354,8687,1263,2,4.85,4.77,375,5,2016
1088,209,8687,1263,1,14.43,13.59,1145,5,2016
1089,2471,8687,1263,2,21.16,19.83,1680,5,2016
1090,6039,8687,1263,4,17.64,16.88,1400,5,2016
1091,8067,8687,1263,12,120.16,112.17,8690,5,2016
1092,7648,8687,1263,8,68.8,64.22,5460,5,2016
1093,8575,8687,1263,4,38.82,36.43,3080,5,2016
1094,8419,8687,1263,16,153.5,143.36,10360,5,2016
1095,10196,8687,1263,9,96.27,90.22,7640,5,2016
1096,2800,8687,1263,3,9.71,9.41,770,5,2016
1097,5171,8687,1263,2,35.28,32.7,2800,5,2016
1098,4102,8687,1263,4,24.7,23.41,1960,5,2016
1099,10276,8687,1263,1,14.11,13.17,1120,5,2016
1100,10518,8687,1263,2,11.34,10.72,900,5,2016
1101,2580,8687,1263,5,69.46,64.94,5492,5,2016
1102,10627,8687,1263,6,30.82,29.15,2445,5,2016
1103,2385,8687,1263,8,35.28,32.75,2800,5,2016
1104,1170,8687,1263,26,203.5,191.6,16156,5,2016
1105,10211,8687,1263,34,182.83,173.34,14510,5,2016
