,practice,bnf_code,bnf_name,items,nic,act_cost,quantity,month,year
1106,6390,8687,1263,17,71.61,68.18,5684,5,2016
1107,7558,8687,1263,28,93.07,88.86,7367,5,2016
1108,8113,8687,1263,4,21.67,20.71,1720,5,2016
1109,1630,8687,1263,6,30.44,28.69,1960,5,2016
1110,9452,8687,1263,6,51.16,48.09,4060,5,2016
1112,10476,8687,1263,30,140.57,133.49,11157,5,2016
1113,3615,8687,1263,16,49.08,47.23,3892,5,2016
1114,7866,8687,1263,5,23.32,22.01,1720,5,2016
1115,4817,8687,1263,18,82.14,77.04,6520,5,2016
1116,5402,8687,1263,18,155.7,145.83,12354,5,2016
1117,570,8687,1263,42,287.12,270.71,22560,5,2016
1118,9775,8687,1263,10,75.5,71.12,5992,5,2016
1120,3400,8687,1263,8,81.14,76.09,6440,5,2016
1121,3641,8687,1263,70,284.22,269.87,22047,5,2016
1122,6927,8687,1263,7,80.1,74.9,6000,5,2016
1123,10070,8687,1263,2,10.58,10.02,840,5,2016
1124,3212,8687,1263,1,3.78,3.51,300,5,2016
1125,8396,8687,1263,21,199.0,186.91,13745,5,2016
1126,6214,8687,1263,7,52.05,49.07,4132,5,2016
1127,7642,8687,1263,21,290.04,270.71,22565,5,2016
1128,3360,8687,1263,28,179.24,168.33,13770,5,2016
1129,1052,8687,1263,34,53.1,52.97,3220,5,2016
1131,1244,8687,1263,33,178.84,169.94,14005,5,2016
1132,10632,8687,1263,19,71.5,67.98,5446,5,2016
1133,3882,8687,1263,5,30.85,29.11,2450,5,2016
1135,10319,8687,1263,4,10.6,10.26,840,5,2016
1136,7456,8687,1263,8,55.15,51.94,4375,5,2016
1137,6479,8687,1263,4,16.45,15.67,1305,5,2016
1138,5268,8687,1263,3,24.69,23.23,1960,5,2016
1139,1592,8687,1263,4,31.76,29.64,2520,5,2016
1140,6989,8687,1263,7,25.96,24.71,2060,5,2016
1141,3321,8687,1263,2,24.7,23.08,1960,5,2016
1142,621,8687,1263,4,21.16,20.03,1680,5,2016
1143,10192,8687,1263,2,15.88,15.03,1260,5,2016
1144,9681,8687,1263,13,50.18,47.0,3710,5,2016
1145,3941,8687,1263,15,69.92,66.47,5548,5,2016
1146,14,8687,1263,9,45.42,43.04,3605,5,2016
1147,2816,8687,1263,25,128.82,121.64,8855,5,2016
1148,1056,8687,1263,32,137.13,130.11,10430,5,2016
1149,7192,8687,1263,4,14.12,13.52,1120,5,2016
1150,6701,8687,1263,75,256.07,245.18,19365,5,2016
1151,4402,8687,1263,4,8.84,8.63,700,5,2016
1152,414,8687,1263,31,376.92,352.7,28580,5,2016
1153,3437,8687,1263,6,51.22,47.81,3610,5,2016
1154,2282,8687,1263,2,11.97,11.27,950,5,2016
1155,8932,8687,1263,17,133.25,125.19,10218,5,2016
1157,1589,8687,1263,9,64.57,60.8,5124,5,2016
1158,6470,8687,1263,9,61.74,58.25,4900,5,2016
1159,4916,8687,1263,2,12.34,11.67,980,5,2016
1160,4345,8687,1263,5,55.14,51.59,3465,5,2016
1161,6187,8687,1263,25,229.86,214.49,16160,5,2016
1162,5902,8687,1263,5,50.28,46.89,3990,5,2016
1163,8206,8687,1263,1,10.58,9.9,840,5,2016
1164,6159,8687,1263,2,7.06,7.02,560,5,2016
1166,4433,8687,1263,4,30.0,28.21,2380,5,2016
1167,4889,8687,1263,18,79.6,75.45,6315,5,2016
1169,3527,8687,1263,1,14.24,13.33,1130,5,2016
1170,8261,8687,1263,10,11.03,11.33,875,5,2016
1171,9507,8687,1263,2,1.48,1.59,118,5,2016
1172,5185,8687,1263,1,10.58,10.0,840,5,2016
1174,6941,8687,1263,2,1.76,1.85,140,5,2016
1175,5047,8687,1263,14,123.45,116.07,9796,5,2016
1176,8326,8687,1263,51,390.36,368.16,29419,5,2016
1177,5069,8687,1263,11,70.22,66.17,5572,5,2016
1178,1864,8687,1263,4,15.88,15.15,1260,5,2016
1179,7070,8687,1263,4,15.88,15.15,1260,5,2016
1180,6385,8687,1263,2,14.12,13.32,1120,5,2016
1181,532,8687,1263,20,131.2,123.72,10411,5,2016
1182,3007,8687,1263,16,141.99,132.97,10813,5,2016
1183,7089,8687,1263,4,37.04,34.68,2940,5,2016
1184,1275,8687,1263,2,26.46,24.86,2100,5,2016
1185,1240,8687,1263,1,5.29,5.02,420,5,2016
1186,7333,8687,1263,4,14.12,13.52,1120,5,2016
1187,8583,8687,1263,8,32.39,30.78,2572,5,2016
1188,810,8687,1263,3,17.71,16.73,1155,5,2016
1189,10125,8687,1263,4,21.16,20.03,1680,5,2016
1190,9176,8687,1263,9,50.65,47.89,3269,5,2016
1191,6110,8687,1263,3,18.15,17.14,1440,5,2016
1193,8880,8687,1263,3,14.68,14.06,1165,5,2016
1194,6146,8687,1263,17,72.12,68.36,5550,5,2016
1195,7587,8687,1263,15,71.33,67.04,5660,5,2016
1196,3305,8687,1263,27,149.86,142.23,11839,5,2016
1197,6636,8687,1263,3,5.28,5.22,420,5,2016
1198,10405,8687,1263,21,111.43,106.19,8840,5,2016
1199,1164,8687,1263,12,98.79,93.06,7840,5,2016
1200,2475,8687,1263,14,119.7,113.48,9496,5,2016
1201,5692,8687,1263,16,121.56,114.8,8280,5,2016
1202,9226,8687,1263,41,209.83,199.79,16107,5,2016
1203,327,8687,1263,21,177.22,166.91,13315,5,2016
1204,1806,8687,1263,9,74.47,70.31,5910,5,2016
1205,5239,8687,1263,40,246.4,232.49,19100,5,2016
1206,5531,8687,1263,46,349.09,328.12,25625,5,2016
1207,5733,8687,1263,31,332.04,311.4,26350,5,2016
1209,4217,8687,1263,6,37.74,35.7,2996,5,2016
1210,3166,8687,1263,2,15.12,14.22,1200,5,2016
1211,5843,8687,1263,2,29.12,27.0,1400,5,2016
1212,5132,8687,1263,21,166.08,156.06,13000,5,2016
1213,1927,8687,1263,2,7.06,6.78,560,5,2016
1214,3203,8687,1263,7,49.39,46.53,3920,5,2016
1215,10112,8687,1263,78,238.95,230.22,17942,5,2016
1216,5540,8687,1263,12,87.68,83.04,6730,5,2016
1217,5980,8687,1263,10,103.41,97.4,8115,5,2016
1218,7213,8687,1263,17,73.65,70.69,5390,5,2016
1219,9318,8687,1263,5,79.04,73.76,3800,5,2016
1220,3008,8687,1263,3,37.05,34.66,2940,5,2016
1221,778,8687,1263,4,7.04,6.96,560,5,2016
1222,9944,8687,1263,30,209.52,197.71,16630,5,2016
1223,1823,8687,1263,3,20.57,19.51,1632,5,2016
1224,5782,8687,1263,15,115.63,109.3,9177,5,2016
1225,945,8687,1263,27,255.46,239.76,17640,5,2016
1226,2443,8687,1263,4,27.22,25.37,2160,5,2016
1227,3074,8687,1263,45,296.85,281.13,22420,5,2016
1228,9261,8687,1263,18,157.19,148.5,12474,5,2016
1229,9685,8687,1263,4,28.66,27.16,2274,5,2016
1230,3057,8687,1263,2,1.42,1.56,112,5,2016
1231,10587,8687,1263,2,8.82,8.19,700,5,2016
1232,3958,8687,1263,2,24.16,22.61,1918,5,2016
1233,8214,8687,1263,32,163.92,155.84,12748,5,2016
1234,8624,8687,1263,24,154.71,146.03,11596,5,2016
1235,2530,8687,1263,6,29.64,28.11,2324,5,2016
1236,517,8687,1263,30,199.56,188.31,14532,5,2016
1238,9902,8687,1263,2,8.43,7.93,441,5,2016
1240,4606,8687,1263,5,44.1,40.88,3500,5,2016
1241,826,8687,1263,24,314.56,295.23,22288,5,2016
1242,972,8687,1263,24,191.45,180.43,13787,5,2016
1243,3911,8687,1263,3,10.08,9.7,540,5,2016
1244,10539,8687,1263,15,162.42,152.13,11433,5,2016
1245,188,8687,1263,8,70.9,66.32,5399,5,2016
1246,7150,8687,1263,10,34.05,32.78,2700,5,2016
1247,3102,8687,1263,11,66.94,63.59,5312,5,2016
1248,1408,8687,1263,10,60.96,57.64,4090,5,2016
1249,7476,8687,1263,27,261.92,246.35,20662,5,2016
1250,6391,8687,1263,5,71.76,67.52,5695,5,2016
1251,3029,8687,1263,13,135.72,127.76,10758,5,2016
1252,6434,8687,1263,12,81.01,77.37,6430,5,2016
1253,7123,8687,1263,6,26.44,25.15,2100,5,2016
1254,2779,8687,1263,28,256.95,241.71,20338,5,2016
1256,8658,8687,1263,6,76.74,72.03,6090,5,2016
1257,10016,8687,1263,2,19.4,18.43,1540,5,2016
1258,933,8687,1263,23,159.52,150.12,10887,5,2016
1259,7751,8687,1263,8,52.22,49.4,4145,5,2016
1260,1924,8687,1263,9,57.33,53.91,3151,5,2016
1261,585,8687,1263,11,95.45,89.76,6665,5,2016
1262,10336,8687,1263,13,117.86,111.02,9355,5,2016
1263,578,8687,1263,1,4.41,4.09,350,5,2016
1264,5699,8687,1263,1,15.88,14.82,1260,5,2016
1265,10576,8687,1263,1,7.56,7.11,600,5,2016
1266,6023,8687,1263,14,87.32,82.61,6930,5,2016
1267,3697,8687,1263,1,10.58,9.9,840,5,2016
1268,9457,8687,1263,8,30.0,28.66,2380,5,2016
1269,3576,8687,1263,9,38.4,36.55,3045,5,2016
1270,4194,8687,1263,33,157.96,149.9,12537,5,2016
1271,3022,8687,1263,5,15.45,14.86,1225,5,2016
1272,8601,8687,1263,5,15.45,14.86,1225,5,2016
1273,1251,8687,1263,4,12.36,11.89,980,5,2016
1274,2982,8687,1263,2,24.7,23.16,1960,5,2016
1275,7264,8687,1263,9,24.68,23.86,1960,5,2016
1276,3967,8687,1263,18,73.1,69.88,5754,5,2016
1277,6076,8687,1263,4,17.64,16.38,1400,5,2016
1278,3792,8687,1263,15,69.23,65.75,5495,5,2016
1279,6494,8687,1263,4,17.64,16.38,1400,5,2016
1280,7827,8687,1263,25,107.34,102.37,8504,5,2016
1281,8735,8687,1263,8,61.72,58.54,4900,5,2016
1283,644,8687,1263,8,95.69,89.99,7595,5,2016
1284,9187,8687,1263,47,216.27,205.38,17109,5,2016
1285,812,8687,1263,10,51.4,49.22,3720,5,2016
1286,4464,8687,1263,11,59.27,56.21,4704,5,2016
1287,5159,8687,1263,23,98.07,93.91,7328,5,2016
1288,3424,8687,1263,11,60.51,57.9,4475,5,2016
1289,1564,8687,1263,4,22.92,21.66,1820,5,2016
1290,1807,8687,1263,9,45.78,43.51,3632,5,2016
1291,7716,8687,1263,4,8.84,8.63,700,5,2016
1292,8296,8687,1263,3,15.25,14.45,1210,5,2016
1293,5942,8687,1263,2,58.24,54.19,2800,5,2016
1294,8212,8687,1263,4,43.03,40.53,3415,5,2016
1295,9471,8687,1263,12,94.23,89.33,6568,5,2016
1296,1652,8687,1263,4,7.04,6.97,560,5,2016
1297,3959,8687,1263,2,9.83,9.32,780,5,2016
1298,5519,8687,1263,4,21.16,20.03,1680,5,2016
1299,1317,8687,1263,19,107.47,101.52,8534,5,2016
1300,7006,8687,1263,3,7.57,7.38,600,5,2016
1301,1866,8687,1263,3,21.18,19.98,1680,5,2016
1305,8741,8687,1263,34,314.75,297.12,24622,5,2016
1306,2380,8687,1263,24,222.6,210.45,17564,5,2016
1307,1863,8687,1263,3,16.26,15.45,1290,5,2016
1308,3656,8687,1263,3,44.46,41.58,3528,5,2016
1309,5343,8687,1263,2,17.64,16.38,1400,5,2016
1310,4443,8687,1263,11,84.08,79.08,6670,5,2016
1311,8528,8687,1263,19,94.29,89.55,6390,5,2016
1312,5181,8687,1263,1,2.27,2.21,180,5,2016
1314,1159,8687,1263,4,7.2,7.11,572,5,2016
1315,9137,8687,1263,5,6.35,6.49,504,5,2016
1316,6753,8687,1263,1,8.82,8.19,700,5,2016
1317,8837,8687,1263,2,13.4,12.65,1064,5,2016
1318,9473,8687,1263,9,31.86,31.0,2529,5,2016
1319,8129,8687,1263,8,20.83,20.18,1526,5,2016
1320,5486,8687,1263,5,20.04,19.11,1590,5,2016
1321,10521,8687,1263,21,125.95,120.23,9995,5,2016
1322,6584,8687,1263,35,215.66,206.03,16479,5,2016
1323,3668,8687,1263,37,160.15,153.63,12710,5,2016
1324,10525,8687,1263,7,11.02,11.13,850,5,2016
1325,1737,8687,1263,1,1.66,1.66,80,5,2016
1326,5620,8687,1263,45,316.73,300.07,22627,5,2016
1327,6647,8687,1263,33,206.89,196.87,15035,5,2016
1332,6425,8687,1263,5,37.17,35.51,2950,5,2016
1336,7176,8687,1263,45,271.07,258.18,20730,5,2016
1342,7352,8687,1263,16,124.71,117.94,9899,5,2016
1344,6468,8687,1263,38,211.19,201.03,16158,5,2016
1345,2681,8687,1263,46,391.04,368.99,27641,5,2016
1349,9235,8687,1263,15,159.68,150.35,12413,5,2016
1350,7555,8687,1263,17,120.24,114.01,9244,5,2016
1351,162,8687,1263,57,305.32,291.16,24044,5,2016
1356,701,8687,1263,51,376.49,356.76,27049,5,2016
1358,7197,8687,1263,30,150.44,143.52,11936,5,2016
1362,347,8687,1263,43,356.83,337.99,26205,5,2016
1363,10260,8687,1263,35,373.18,350.93,27567,5,2016
1364,7040,8687,1263,3,11.03,10.68,875,5,2016
1365,2275,8687,1263,35,370.53,350.03,27474,5,2016
1366,7488,8687,1263,19,167.34,158.41,11910,5,2016
1367,5270,8687,1263,7,40.61,39.07,3223,5,2016
1369,2073,8687,1263,26,179.41,170.73,14237,5,2016
1370,867,8687,1263,2,3.32,3.3,264,5,2016
1371,6853,8687,1263,6,91.04,84.86,7225,5,2016
1372,6617,8687,1263,2,11.47,10.98,910,5,2016
1373,8104,8687,1263,2,14.74,14.1,1170,5,2016
1374,4276,8687,1263,1,8.82,8.34,700,5,2016
1375,9849,8687,1263,3,20.09,19.23,1048,5,2016
1376,8911,8687,1263,6,15.78,15.59,1253,5,2016
1377,9195,8687,1263,2,45.86,42.57,3640,5,2016
1378,4899,8687,1263,5,69.12,64.6,5485,5,2016
1379,1432,8687,1263,2,12.13,11.53,865,5,2016
1380,3567,8687,1263,3,36.29,34.23,2880,5,2016
1381,9643,8687,1263,8,44.12,41.33,3500,5,2016
1382,2141,8687,1263,1,0.88,0.93,70,5,2016
1383,2773,8687,1263,2,15.88,14.92,1260,5,2016
1384,7507,8687,1263,4,37.04,34.73,2940,5,2016
1385,7087,8687,1263,4,5.28,5.34,420,5,2016
1386,10148,8687,1263,5,49.26,46.24,3030,5,2016
1387,5296,8687,1263,7,33.77,32.39,2680,5,2016
1388,1684,8687,1263,1,8.19,7.7,650,5,2016
1389,8884,8687,1263,6,27.22,26.1,2160,5,2016
1390,9742,8687,1263,3,31.5,29.19,2500,5,2016
1391,9783,8687,1263,2,12.57,11.84,770,5,2016
1392,1948,8687,1263,2,21.16,19.83,1680,5,2016
1393,10189,8687,1263,2,20.28,19.04,1610,5,2016
1394,10564,8687,1263,26,203.91,191.21,14395,5,2016
1395,5182,8687,1263,2,14.36,13.53,1140,5,2016
1396,6483,8687,1263,2,23.92,22.37,1150,5,2016
1397,8666,8687,1263,4,54.68,51.45,4340,5,2016
1398,6325,8687,1263,4,9.42,9.3,747,5,2016
1399,7031,8687,1263,16,75.44,71.72,5791,5,2016
1400,595,8687,1263,2,7.76,7.43,616,5,2016
1401,2415,8687,1263,35,252.8,239.39,19115,5,2016
1402,728,8687,1263,2,22.94,21.67,1820,5,2016
1403,7452,8687,1263,11,50.29,48.11,3633,5,2016
1404,8636,8687,1263,2,9.88,9.59,784,5,2016
1405,7078,8687,1263,17,125.56,118.18,8613,5,2016
1406,5483,8687,1263,12,86.98,82.9,6904,5,2016
1407,8481,8687,1263,27,266.8,251.56,17430,5,2016
1408,234,8687,1263,12,104.88,98.44,7868,5,2016
1409,8473,8687,1263,10,70.11,66.51,5141,5,2016
1410,2207,8687,1263,9,50.8,48.08,3524,5,2016
1411,5011,8687,1263,2,7.24,6.94,575,5,2016
1412,8065,8687,1263,51,383.64,362.47,28912,5,2016
1413,3545,8687,1263,7,65.78,61.8,5220,5,2016
1414,470,8687,1263,3,31.74,30.02,2520,5,2016
1415,1997,8687,1263,2,10.2,9.69,810,5,2016
1416,54,8687,1263,4,49.04,46.02,3892,5,2016
1421,2611,8687,1263,4,21.17,20.47,1680,5,2016
1422,8052,8687,1263,1,0.23,0.34,18,5,2016
1423,4250,8687,1263,4,10.6,10.26,840,5,2016
1424,2457,8687,1263,6,37.04,34.81,2940,5,2016
1426,3331,8687,1263,15,120.45,112.47,8876,5,2016
1427,1878,8687,1263,14,126.63,119.19,10049,5,2016
1428,10533,8687,1263,4,29.33,27.64,2328,5,2016
1429,10421,8687,1263,27,188.64,178.2,14970,5,2016
1430,3574,8687,1263,21,215.82,202.56,16218,5,2016
1431,6872,8687,1263,11,48.39,45.96,3843,5,2016
1432,3823,8687,1263,2,24.7,22.98,2100,5,2016
1433,3789,8687,1263,21,146.21,137.63,9552,5,2016
1435,9440,8687,1263,10,40.95,39.13,3216,5,2016
1436,7470,8687,1263,4,29.24,27.23,1800,5,2016
1437,8080,8687,1263,15,86.68,81.97,6880,5,2016
1438,5860,8687,1263,2,17.64,16.38,1400,5,2016
1439,3923,8687,1263,6,42.46,40.04,3370,5,2016
1440,2932,8687,1263,4,17.64,16.37,1400,5,2016
1441,2761,8687,1263,10,32.86,31.54,2610,5,2016
1442,9928,8687,1263,26,264.91,248.53,18748,5,2016
1443,4887,8687,1263,17,150.96,141.65,10810,5,2016
1444,2905,8687,1263,2,21.16,19.83,1680,5,2016
1445,7797,8687,1263,5,42.32,39.84,3360,5,2016
1446,869,8687,1263,20,95.55,90.47,7585,5,2016
1447,4316,8687,1263,5,36.8,34.43,2920,5,2016
1448,8345,8687,1263,26,222.68,210.04,17552,5,2016
1449,3441,8687,1263,6,60.54,56.68,4284,5,2016
1451,7118,8687,1263,5,11.05,10.79,875,5,2016
1452,8774,8687,1263,24,188.31,177.48,14945,5,2016
1453,8040,8687,1263,41,319.02,302.05,24407,5,2016
1455,1742,8687,1263,7,40.73,38.82,3005,5,2016
1457,3754,8687,1263,4,12.18,11.27,966,5,2016
1458,10503,8687,1263,2,15.87,14.91,1260,5,2016
1460,9611,8687,1263,2,10.23,9.71,812,5,2016
1461,7375,8687,1263,2,20.41,19.35,1620,5,2016
1462,3500,8687,1263,5,61.76,57.86,4900,5,2016
1463,3521,8687,1263,2,4.94,4.79,392,5,2016
1464,2916,8687,1263,4,6.2,6.19,492,5,2016
1465,2184,8687,1263,2,0.76,0.95,42,5,2016
1466,10546,8687,1263,2,0.52,0.71,42,5,2016
1467,6637,8687,1263,3,24.08,22.56,1456,5,2016
1468,1473,8687,1263,35,298.16,280.56,22133,5,2016
1469,10183,8687,1263,1,2.02,1.98,160,5,2016
1470,881,8687,1263,2,5.04,4.69,400,5,2016
1471,901,8687,1263,2,5.65,5.48,448,5,2016
1472,5405,8687,1263,4,16.24,15.54,1288,5,2016
1473,10165,8687,1263,2,5.27,5.1,448,5,2016
1474,2127,8687,1263,8,44.34,41.86,3519,5,2016
1475,10231,8687,1263,1,6.17,5.82,490,5,2016
1476,9093,8687,1263,15,78.61,74.91,6238,5,2016
1477,5717,8687,1263,1,3.53,3.42,280,5,2016
1478,4361,8687,1263,10,102.06,96.39,8100,5,2016
1479,3302,8687,1263,1,12.35,11.68,980,5,2016
1484,2756,8687,1263,6,48.78,46.17,3872,5,2016
1495,1141,8687,1263,1,2.27,2.21,180,5,2016
1496,9711,8687,1263,1,0.82,0.88,65,5,2016
1497,4729,8687,1263,18,82.59,78.08,6555,5,2016
1498,516,8687,1263,5,19.85,18.93,1575,5,2016
1499,4577,8687,1263,4,49.4,46.41,3920,5,2016
1500,7799,8687,1263,4,37.54,35.22,2979,5,2016
1501,3148,8687,1263,1,14.11,13.21,1120,5,2016
1502,1438,8687,1263,7,34.83,33.03,2765,5,2016
1503,7656,8687,1263,1,0.62,0.69,30,5,2016
1504,6463,8687,1263,1,12.6,11.67,1000,5,2016
1505,5647,8687,1263,4,24.68,23.29,1960,5,2016
1506,129,8687,1263,2,21.16,19.83,1680,5,2016
1507,8424,8687,1263,4,10.6,10.26,840,5,2016
1508,6327,8687,1263,4,14.12,13.52,1120,5,2016
1509,2225,8687,1263,22,153.23,144.45,11475,5,2016
1510,8723,8687,1263,3,44.11,41.28,3500,5,2016
1511,2420,8687,1263,4,5.26,5.31,280,5,2016
1512,1338,8687,1263,2,17.64,16.47,1400,5,2016
1513,4193,8687,1263,3,21.18,19.94,1680,5,2016
1514,9068,8687,1263,4,10.6,10.26,840,5,2016
1515,6994,8687,1263,1,4.59,4.36,364,5,2016
1516,479,8687,1263,4,15.16,14.48,1204,5,2016
1517,1869,8687,1263,3,13.23,12.39,1050,5,2016
1518,7301,8687,1263,1,4.94,4.7,392,5,2016
1519,8902,8687,1263,3,7.43,7.21,590,5,2016
1520,5870,8687,1263,1,23.99,22.32,1904,5,2016
1521,2743,8687,1263,4,7.04,6.97,560,5,2016
1522,9560,8687,1263,2,1.76,1.85,140,5,2016
1526,688,8687,1263,13,48.44,46.99,3845,5,2016
1527,3279,8687,1263,47,272.69,258.46,18357,5,2016
1528,3550,8687,1263,2,1.41,1.53,112,5,2016
1529,2796,8687,1263,2,3.02,3.02,240,5,2016
1530,921,8687,1263,1,4.41,4.18,350,5,2016
1531,9901,8687,1263,1,4.54,4.41,360,5,2016
1532,9175,8687,1263,1,8.64,8.12,686,5,2016
1533,1102,8687,1263,2,1.76,1.85,140,5,2016
1534,3448,8687,1263,2,19.4,18.2,1540,5,2016
1535,3123,8687,1263,2,4.94,4.8,392,5,2016
1536,8270,8687,1263,5,23.81,22.59,1890,5,2016
1537,1465,8687,1263,14,82.07,77.26,6240,5,2016
1538,8545,8687,1263,29,335.41,314.9,24800,5,2016
1540,1641,8687,1263,2,24.7,23.11,1960,5,2016
1541,3931,8687,1263,15,213.78,199.66,16970,5,2016
1543,8560,8687,1263,17,123.61,117.62,10598,5,2016
1544,8635,8687,1263,28,230.69,217.52,18307,5,2016
1545,7390,8687,1263,16,142.38,134.56,11300,5,2016
1546,3512,8687,1263,33,359.09,337.27,26580,5,2016
1547,5594,8687,1263,2,22.94,21.48,1820,5,2016
1548,4422,8687,1263,11,87.2,82.52,6920,5,2016
1549,7634,8687,1263,12,86.57,82.23,6416,5,2016
1550,4730,8687,1263,26,197.59,185.68,15684,5,2016
1552,5883,8687,1263,25,234.17,220.06,17676,5,2016
1554,4955,8687,1263,5,5.94,5.95,472,5,2016
1556,8224,8687,1263,34,300.64,283.19,21720,5,2016
1559,6412,8687,1263,27,286.4,269.19,22730,5,2016
1560,4927,8687,1263,16,172.71,162.86,13705,5,2016
1561,4178,8687,1263,33,280.63,265.55,22074,5,2016
1562,4937,8687,1263,9,91.59,86.12,6880,5,2016
1563,8209,8687,1263,32,303.18,284.74,22240,5,2016
1564,7243,8687,1263,31,260.31,245.65,20658,5,2016
1566,9327,8687,1263,1,9.83,9.22,780,5,2016
1567,720,8687,1263,5,32.14,30.3,2550,5,2016
1568,6306,8687,1263,4,15.88,15.15,1260,5,2016
1569,7223,8687,1263,9,83.37,79.0,6615,5,2016
1570,8444,8687,1263,5,30.85,29.11,2450,5,2016
1571,4555,8687,1263,1,8.82,8.3,700,5,2016
1572,4054,8687,1263,8,50.44,47.19,4004,5,2016
1573,6095,8687,1263,2,3.88,3.81,308,5,2016
1574,2271,8687,1263,3,21.05,19.65,1712,5,2016
1575,168,8687,1263,1,7.06,6.65,560,5,2016
1576,9084,8687,1263,3,23.37,22.22,1855,5,2016
1577,3779,8687,1263,2,23.38,21.69,1400,5,2016
1578,5212,8687,1263,3,7.95,7.69,630,5,2016
1579,10598,8687,1263,2,10.24,9.7,812,5,2016
1580,7699,8687,1263,7,30.93,29.75,2453,5,2016
1581,23,8687,1263,4,17.48,16.68,1388,5,2016
1582,7028,8687,1263,1,4.16,3.86,200,5,2016
1583,9026,8687,1263,2,17.64,16.35,1400,5,2016
1584,5778,8687,1263,4,17.28,16.24,1372,5,2016
1585,74,8687,1263,14,37.65,36.42,2989,5,2016
1586,9546,8687,1263,1,1.26,1.18,100,5,2016
1587,7111,8687,1263,3,33.97,31.84,2240,5,2016
1588,4372,8687,1263,4,25.73,24.27,2043,5,2016
1589,2311,8687,1263,6,13.7,13.35,1034,5,2016
1590,2760,8687,1263,8,38.8,36.81,3080,5,2016
1591,432,8687,1263,19,84.15,80.01,6195,5,2016
1592,326,8687,1263,4,21.16,20.04,1680,5,2016
1593,58,8687,1263,4,24.68,23.29,1960,5,2016
1594,2280,8687,1263,12,56.08,52.75,4452,5,2016
1595,1714,8687,1263,11,108.44,101.5,5600,5,2016
1596,2440,8687,1263,4,7.06,6.98,560,5,2016
1597,943,8687,1263,15,153.05,142.53,11690,5,2016
1598,5380,8687,1263,8,38.84,36.85,3080,5,2016
1599,5103,8687,1263,8,56.48,53.18,4480,5,2016
1600,7011,8687,1263,4,20.51,19.03,1400,5,2016
1601,1293,8687,1263,15,74.95,71.04,5950,5,2016
1602,8514,8687,1263,8,22.69,21.9,1780,5,2016
1603,10385,8687,1263,5,67.06,62.13,3500,5,2016
1604,2414,8687,1263,5,12.26,11.91,973,5,2016
1605,3423,8687,1263,36,97.47,94.05,7713,5,2016
1606,1351,8687,1263,2,6.55,6.54,520,5,2016
1607,1220,8687,1263,18,67.94,64.9,5390,5,2016
1608,8804,8687,1263,11,54.82,51.97,4350,5,2016
1609,9260,8687,1263,18,58.94,56.07,4218,5,2016
1610,791,8687,1263,4,12.36,11.89,980,5,2016
1611,8269,8687,1263,8,38.8,36.81,3080,5,2016
1612,8116,8687,1263,60,207.45,197.84,16240,5,2016
1613,2955,8687,1263,45,126.55,122.17,9910,5,2016
1614,6440,8687,1263,4,15.88,15.15,1260,5,2016
1615,7546,8687,1263,4,17.64,16.38,1400,5,2016
1616,9824,8687,1263,2,14.12,13.29,1120,5,2016
1617,2890,8687,1263,49,347.17,328.66,26610,5,2016
1618,6500,8687,1263,13,71.7,68.15,5690,5,2016
1619,6287,8687,1263,4,28.82,27.53,2288,5,2016
1620,4893,8687,1263,46,314.3,296.52,24942,5,2016
1621,4677,8687,1263,43,293.45,278.27,22770,5,2016
1622,2080,8687,1263,12,79.36,74.87,6300,5,2016
1623,7249,8687,1263,2,22.94,21.48,1820,5,2016
1624,5095,8687,1263,10,51.62,49.22,4096,5,2016
1625,905,8687,1263,13,137.41,128.9,10905,5,2016
1626,1625,8687,1263,12,128.03,119.87,7915,5,2016
1627,2701,8687,1263,3,6.36,6.26,504,5,2016
1628,7062,8687,1263,9,49.75,47.16,3948,5,2016
1629,4086,8687,1263,7,41.33,38.93,3280,5,2016
1630,3664,8687,1263,19,185.59,174.94,14728,5,2016
1631,382,8687,1263,11,71.81,67.81,5654,5,2016
1632,6789,8687,1263,48,298.42,283.49,23684,5,2016
1633,4032,8687,1263,48,257.45,245.77,20370,5,2016
1634,2199,8687,1263,1,4.91,4.76,390,5,2016
1635,5493,8687,1263,9,36.17,33.99,2870,5,2016
1637,145,8687,1263,1,4.41,4.11,350,5,2016
1638,1601,8687,1263,2,5.19,5.03,412,5,2016
1639,141,8687,1263,5,12.35,12.15,800,5,2016
1642,4269,8687,1263,25,170.8,160.97,13555,5,2016
1643,7965,8687,1263,8,42.13,40.0,3344,5,2016
1644,908,8687,1263,2,3.52,3.51,280,5,2016
1647,2628,8687,1263,27,275.69,259.01,21880,6,2016
1648,3356,8687,1263,25,245.22,230.34,18097,6,2016
1649,6054,8687,1263,6,40.06,37.97,3180,6,2016
1650,427,8687,1263,27,145.35,139.14,11536,6,2016
1652,5475,8687,1263,15,140.9,132.55,10728,6,2016
1653,6258,8687,1263,3,89.46,82.86,7100,6,2016
1654,2058,8687,1263,8,66.05,62.5,5210,6,2016
1655,8590,8687,1263,1,5.29,5.05,420,6,2016
1656,9388,8687,1263,4,17.64,16.83,1400,6,2016
1657,9149,8687,1263,4,42.32,39.63,3360,6,2016
1658,8395,8687,1263,1,4.08,3.89,196,6,2016
1660,9247,8687,1263,1,1.13,1.16,90,6,2016
